CP002300.1	0.331886300590616
CP000141.1	0.309660867890147
CP000460.1	0.297356338719417
AP011533.1	0.288923805929428
CP002623.1	0.282548057430525
CP001392.1	0.27744327426781
CP001878.2	0.27319926224029
AP008957.1	0.269575442972534
CP002183.1	0.266418927262937
BA000040.2	0.263626659277316
CP000764.1	0.261125964859644
CP000239.1	0.258863728171861
AP006840.1	0.256799983204865
FN692037.1	0.254903924933707
CP000254.1	0.253151322366452
CP000884.1	0.251522782001523
CP000932.1	0.250002547486098
CP000238.1	0.248577648706165
FR877557.1	0.247237285184372
CP001816.1	0.245972370554369
CP000826.1	0.244775190226443
CP000435.1	0.243639140160929
CP003259.1	0.242558524782077
AFHJ01000002.1	0.241528398696563
CP002032.1	0.240544441321301
CP001312.1	0.239602856556237
AP009247.1	0.238700291742929
CP002372.1	0.23783377163537
CP007035.1	0.237000644173171
CP000890.1	0.23619853561907
CP001743.1	0.235425313189782
CP002343.1	0.234679053730542
CP001707.1	0.233958017300079
CP000615.1	0.233260624772777
CP002799.1	0.232585438748384
CP000493.1	0.231931147201499
AP009552.1	0.231296549413356
CP003061.2	0.230680543815014
CP002364.1	0.230082117439365
BA000043.1	0.229500336733743
CP001472.1	0.228934339528382
CP001719.1	0.228383327990969
CP001802.1	0.227846562425889
CP002033.1	0.227323355799807
CP000487.1	0.226813068894099
CP002738.1	0.226315106000177
CP002339.1	0.225828911086526
CP002353.1	0.225353964376949
CP002041.1	0.224889779288314
CP002164.1	0.224435899683564
CP001839.1	0.223991897401911
CP002161.1	0.223557370033431
CP002094.1	0.223131938909661
CP000616.1	0.222715247285614
CP001615.1	0.222306958691774
CP002021.1	0.221906755437431
CP002326.1	0.221514337249002
FP929047.1	0.221129420029044
CP002543.1	0.220751734723385
CP000934.1	0.220381026285274
CP002599.1	0.220017052726808
FN806773.1	0.219659584248952
CP003348.1	0.219308402442513
CP003107.1	0.218963299553234
CP003323.1	0.218624077804969
CP000922.1	0.218290548775513
CP000158.1	0.21796253282028
AE000513.1	0.217639858539489
CP001751.1	0.217322362284997
CP001901.1	0.217009887703306
CP002728.1	0.216702285311592
CP001108.1	0.216399412103978
AM260522.1	0.216101131185469
CP003492.1	0.215807311431284
CP002565.1	0.21551782716949
CP002921.1	0.21523255788506
CP001874.1	0.214951387943656
AP010804.1	0.214674206333574
CP003946.1	0.21440090642444
